Preprocessing_chain,Sample_ID,Label,Validation_group,Test,Train,X_shape,y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45
,File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_1,3_1,leaf_3,1,1,"(46,)",2,-0.631986,-0.7117597,-0.95937765,-1.0233945,-1.0488013,-1.0446172,-1.0460198,-1.0465606,-1.038012,-0.9980141,-0.8545229,-0.69919384,-0.65003186,-0.6727209,-0.7914633,-0.8622646,-0.8878757,-0.93548834,-0.9635139,-0.98682404,-1.0223589,-1.0470272,-1.0257523,-0.86890614,-0.2571001,0.39907005,0.85872513,1.0292445,1.075066,1.081073,1.0863055,1.1032829,1.115046,1.1312661,1.1434878,1.152542,1.1614516,1.1596131,1.1640183,1.1691871,1.1676898,1.1426213,1.0879169,0.9997019,0.9577826,0.88849545
,File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_2,3_2,leaf_3,1,1,"(46,)",2,-0.551173,-0.63141257,-0.91238016,-1.021092,-1.0434645,-1.0400014,-1.0436516,-1.0427428,-1.0369685,-0.99799234,-0.85302764,-0.69404376,-0.6458734,-0.6678732,-0.7877521,-0.86001503,-0.88572544,-0.93446356,-0.9601973,-0.9870528,-1.0219785,-1.045615,-1.024191,-0.86891824,-0.26792622,0.3872321,0.8398605,1.0153098,1.0667892,1.0794894,1.0954047,1.1022872,1.1170477,1.1235337,1.1265978,1.1300194,1.1363491,1.1464151,1.1442307,1.126583,1.1237359,1.1122291,1.0683596,0.9935605,0.9567714,0.93372643
,File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_3,3_3,leaf_3,1,1,"(46,)",2,-0.6412041,-0.7526637,-0.95954216,-1.0325551,-1.049773,-1.0468026,-1.050195,-1.0515916,-1.0437018,-0.99793154,-0.84590065,-0.6800967,-0.62729234,-0.64880115,-0.7708163,-0.84666485,-0.87505734,-0.9246911,-0.9529767,-0.9812183,-1.0200372,-1.0462422,-1.0278455,-0.8539479,-0.22578584,0.42517802,0.86984205,1.0217978,1.0689529,1.0807858,1.0868671,1.1020929,1.1109626,1.1178468,1.1247447,1.1302918,1.1407552,1.1466631,1.141716,1.1418824,1.1402564,1.1182091,1.0639111,1.0003786,0.97482026,0.9453801
,File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_4,3_4,leaf_3,1,1,"(46,)",2,-0.64845246,-0.7462764,-0.96730614,-1.0401791,-1.0731909,-1.0651698,-1.0675484,-1.0680432,-1.0575825,-1.0061921,-0.84226096,-0.66789997,-0.6112569,-0.63286996,-0.75997806,-0.839399,-0.8672974,-0.9231275,-0.95539993,-0.98376054,-1.0284582,-1.0604843,-1.0408623,-0.8502624,-0.19302069,0.45696917,0.8867269,1.0334166,1.0661342,1.0810114,1.0844191,1.0971028,1.1154222,1.1240041,1.1356419,1.1454436,1.147232,1.1511613,1.1515297,1.1611234,1.1443082,1.1093616,1.068986,0.9946304,0.9628703,0.8787838
,File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_5,3_5,leaf_3,1,1,"(46,)",2,-0.7183205,-0.77238333,-0.9747451,-1.072277,-1.0891546,-1.0799433,-1.0833198,-1.0806711,-1.07063,-1.0107121,-0.83480966,-0.6530494,-0.59697825,-0.6183119,-0.7458377,-0.8273611,-0.8562038,-0.914308,-0.9490519,-0.9804377,-1.0319794,-1.0689067,-1.0451009,-0.8270848,-0.14916742,0.4820374,0.90101177,1.035563,1.0738888,1.076365,1.0871656,1.0924951,1.1062297,1.1158984,1.1330765,1.1415942,1.1536344,1.1613877,1.1642816,1.1545936,1.1421344,1.1210172,1.0460136,0.9912405,0.95493263,0.9161844
,File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_1,4_1,leaf_4,1,1,"(46,)",1,-0.7023283,-0.7771606,-0.94514364,-0.97597325,-0.99870116,-1.0029513,-1.0056245,-1.0077983,-1.0011804,-0.9780858,-0.882116,-0.7584465,-0.71650195,-0.73747873,-0.83298516,-0.8847026,-0.905226,-0.9371353,-0.95594674,-0.9708293,-0.9918049,-1.004452,-0.98133796,-0.87418157,-0.3402245,0.34078047,0.84915376,1.0498216,1.1015458,1.1071323,1.1110259,1.1132836,1.1295333,1.1345896,1.1474246,1.1539724,1.1544007,1.1666191,1.1535379,1.1725907,1.1720158,1.1357454,1.0785639,1.0080101,0.959002,0.9295676
,File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_2,4_2,leaf_4,1,1,"(46,)",1,-0.69924074,-0.745374,-0.91701347,-0.9813967,-1.0102473,-1.0076218,-1.0154673,-1.0138807,-1.0105518,-0.98388207,-0.87729293,-0.74522924,-0.7020957,-0.7220791,-0.82636446,-0.8844889,-0.90600127,-0.9421843,-0.9621106,-0.98048806,-1.0022252,-1.0134284,-0.9930393,-0.87527394,-0.31104836,0.3768616,0.8720171,1.0496657,1.0977304,1.0958573,1.1046572,1.1116014,1.1174521,1.1236607,1.1286396,1.1466451,1.1523951,1.1650405,1.1632318,1.1572492,1.1490399,1.135707,1.1058412,0.98777676,0.9425761,0.9443799
,File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_3,4_3,leaf_4,1,1,"(46,)",1,-0.664138,-0.74552435,-0.95731765,-1.0038613,-1.025842,-1.0159478,-1.0221708,-1.0232542,-1.0189556,-0.990812,-0.8762571,-0.73584515,-0.6912664,-0.7115185,-0.8201933,-0.88036156,-0.9018766,-0.9402838,-0.96119744,-0.97955614,-1.0029165,-1.0169013,-0.9956847,-0.86677235,-0.28150925,0.39976025,0.8748902,1.0558144,1.1046177,1.1136967,1.1052791,1.1049991,1.1183165,1.119909,1.130524,1.1395544,1.1371329,1.1480213,1.1509422,1.1547428,1.1592242,1.125469,1.0802983,1.0016438,0.9682016,0.9369262
,File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_4,4_4,leaf_4,1,1,"(46,)",1,-0.62699896,-0.6957461,-0.949725,-1.0064479,-1.0278466,-1.0223416,-1.0283264,-1.0285245,-1.0227947,-0.99106467,-0.87243235,-0.73287696,-0.689054,-0.7108262,-0.81827873,-0.88206756,-0.9034743,-0.9436941,-0.96483046,-0.98547524,-1.0110568,-1.0277007,-1.0054173,-0.87209034,-0.28656885,0.39744282,0.882084,1.0565635,1.0993942,1.1025975,1.1000994,1.1051292,1.11695,1.1221254,1.1251197,1.1429343,1.1440644,1.1621821,1.1522104,1.1605394,1.1521963,1.1245203,1.0789382,1.0085516,0.95729876,0.91471905
,File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_5,4_5,leaf_4,1,1,"(46,)",1,-0.6014484,-0.7242216,-0.95117915,-1.0153209,-1.0448294,-1.0380025,-1.0424869,-1.0433497,-1.0368893,-0.9976888,-0.86270005,-0.7096273,-0.66311866,-0.6865984,-0.80195653,-0.86995804,-0.8952341,-0.94101745,-0.96553814,-0.9878674,-1.0202231,-1.0423238,-1.0178922,-0.8613569,-0.25235134,0.41357312,0.88046765,1.0496492,1.0985332,1.101427,1.0939006,1.0985397,1.1088765,1.1082529,1.1237568,1.1335493,1.1363674,1.1506716,1.1545275,1.1546193,1.1589093,1.1211659,1.0745556,1.0206162,0.97504514,0.91617674
,File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_1,5_1,leaf_5,1,1,"(46,)",0,-0.5610183,-0.6383794,-0.8961335,-1.010523,-1.0145372,-1.0192378,-1.0262525,-1.0230123,-1.0127027,-0.9778672,-0.87528795,-0.7628448,-0.7289318,-0.7469785,-0.8331683,-0.88329864,-0.9012431,-0.9351117,-0.9519659,-0.9693692,-0.9946241,-1.0215987,-1.0040045,-0.8725879,-0.39737856,0.24448644,0.7996091,1.0217096,1.086369,1.0930963,1.1076847,1.111198,1.1546423,1.1595706,1.178638,1.1861912,1.1844037,1.1854697,1.191199,1.2050505,1.1578532,1.1716723,1.0679815,0.98047817,0.91833234,0.852422
,File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_2,5_2,leaf_5,1,1,"(46,)",0,-0.5484183,-0.8039193,-0.90967613,-0.9871051,-1.0227014,-1.0123335,-1.0164912,-1.015333,-1.0074772,-0.96823096,-0.8656375,-0.7547885,-0.71805954,-0.740761,-0.8190249,-0.86776125,-0.88673705,-0.91992944,-0.939774,-0.9592698,-0.9883243,-1.0166316,-1.0082489,-0.86364686,-0.3984359,0.23128666,0.79135454,1.0301819,1.0900273,1.1127093,1.1275322,1.150885,1.1519206,1.1803803,1.1953765,1.2283963,1.1961876,1.223499,1.205098,1.2096791,1.1773874,1.1327235,1.008871,0.880187,0.87800986,0.837024
,File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_3,5_3,leaf_5,1,1,"(46,)",0,-0.5222965,-0.5597522,-0.9316919,-0.9837394,-1.0316348,-1.0141482,-1.014812,-1.0181469,-1.0102812,-0.9741213,-0.872263,-0.75665873,-0.717937,-0.73421156,-0.82265615,-0.87384826,-0.8909882,-0.9269243,-0.94410056,-0.9641273,-0.9911176,-1.0145341,-1.003216,-0.8734128,-0.3931933,0.2534048,0.7954864,1.0196018,1.0698698,1.1021352,1.1322557,1.1468894,1.1460221,1.1654086,1.1742525,1.1734774,1.1629224,1.1664965,1.1612728,1.1850629,1.1545554,1.0954139,1.0019311,0.9485642,0.90320784,0.8815827
,File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_4,5_4,leaf_5,1,1,"(46,)",0,-0.41604716,-0.6954818,-0.93981564,-1.0004647,-1.0223578,-1.0186384,-1.0166054,-1.013657,-1.0086361,-0.97792476,-0.8768222,-0.7605127,-0.7212995,-0.7414028,-0.8305644,-0.88245,-0.9008554,-0.937149,-0.95198154,-0.9690157,-0.99606323,-1.0120589,-0.99829394,-0.87187254,-0.378198,0.29707563,0.82103664,1.0360279,1.0987217,1.0948824,1.1223059,1.1168071,1.1416259,1.1582237,1.1341811,1.1420938,1.121949,1.157877,1.1536096,1.1686456,1.167722,1.1252269,1.0365895,1.0016052,0.95160764,0.8903544
,File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_5,5_5,leaf_5,1,1,"(46,)",0,-0.651659,-0.69613415,-0.9082505,-1.0041386,-1.0130225,-1.0194976,-1.0204083,-1.0205772,-1.0115393,-0.9792489,-0.87456155,-0.761799,-0.7264404,-0.7446533,-0.83274275,-0.8829185,-0.9028671,-0.93522996,-0.95475924,-0.9717599,-0.9980993,-1.0173118,-0.99682355,-0.8671244,-0.37223983,0.2855751,0.8357237,1.0560998,1.1265486,1.131807,1.1348569,1.1256146,1.1451519,1.1434366,1.1424763,1.1611567,1.1574999,1.1669862,1.1742891,1.1733156,1.1643925,1.1430064,1.0932434,0.953372,0.95557106,0.8936831
